2016-08-31 22:04:18,23.18,20.42
2016-08-31 22:04:28,23.18,20.36
2016-08-31 22:04:38,23.18,20.32
2016-08-31 22:04:48,23.20,20.42
2016-08-31 22:04:58,23.22,20.32
2016-08-31 22:05:08,23.20,20.36
2016-08-31 22:05:18,23.24,20.36
2016-08-31 22:05:28,24.70,39.28
2016-08-31 22:05:38,25.22,20.48
2016-08-31 22:05:48,24.92,20.50
2016-08-31 22:05:58,24.64,20.44
2016-08-31 22:06:08,24.46,20.38
2016-08-31 22:06:18,24.28,20.30
2016-08-31 22:06:28,24.16,20.26
2016-08-31 22:06:38,24.04,20.32
2016-08-31 22:06:49,23.90,20.30
2016-08-31 22:06:59,23.86,20.26
2016-08-31 22:07:09,23.82,20.30
2016-08-31 22:07:19,23.78,20.26
2016-08-31 22:07:29,23.76,20.20
2016-08-31 22:07:39,23.72,20.26
2016-08-31 22:07:49,23.64,20.26
2016-08-31 22:07:59,23.62,20.26
2016-08-31 22:08:09,23.64,20.26
2016-08-31 22:08:19,23.60,20.22
2016-08-31 22:08:29,23.60,20.26
2016-08-31 22:08:39,23.56,20.30
2016-08-31 22:08:49,23.56,20.22
2016-08-31 22:08:59,23.48,20.22
2016-08-31 22:09:09,23.46,20.22
2016-08-31 22:09:19,23.42,20.30
2016-08-31 22:09:29,23.44,20.26
2016-08-31 22:09:39,23.44,20.26
2016-08-31 22:09:49,23.44,20.20
2016-08-31 22:09:59,23.42,20.32
2016-08-31 22:10:09,23.44,20.30
2016-08-31 22:10:19,23.46,20.26
2016-08-31 22:10:29,23.40,20.32
2016-08-31 22:10:39,23.42,20.32
2016-08-31 22:10:49,23.40,20.26
2016-08-31 22:10:59,23.38,20.26
2016-08-31 22:11:10,23.36,20.26
2016-08-31 22:11:20,23.40,20.32
2016-08-31 22:11:30,23.34,20.22
2016-08-31 22:11:40,23.34,20.26
2016-08-31 22:11:50,23.34,20.22
2016-08-31 22:12:00,23.30,20.20
2016-08-31 22:12:10,23.32,20.16
2016-08-31 22:12:20,23.28,20.16
2016-08-31 22:12:30,23.24,20.22
2016-08-31 22:12:40,23.20,20.22
2016-08-31 22:12:50,23.24,20.32
2016-08-31 22:13:00,23.20,20.20
2016-08-31 22:13:10,23.22,20.14
2016-08-31 22:13:20,23.20,20.30
2016-08-31 22:13:30,23.20,20.22
2016-08-31 22:13:40,23.22,20.30
2016-08-31 22:13:50,23.22,20.22
2016-08-31 22:14:00,23.24,20.22
2016-08-31 22:14:10,23.22,20.26
2016-08-31 22:14:20,23.28,20.32
2016-08-31 22:14:30,23.28,20.22
2016-08-31 22:14:40,23.24,20.30
2016-08-31 22:14:50,23.24,20.30
2016-08-31 22:15:00,23.30,20.22
2016-08-31 22:15:10,23.28,20.30
2016-08-31 22:15:20,23.32,20.36
2016-08-31 22:15:30,23.30,20.38
2016-08-31 22:15:40,23.32,22.58
2016-08-31 22:15:50,23.14,18.58
2016-08-31 22:16:00,23.14,24.88
2016-08-31 22:16:10,23.34,18.96
2016-08-31 22:16:20,23.44,29.58
2016-08-31 22:16:30,24.36,30.44
2016-08-31 22:16:40,24.96,19.02
2016-08-31 22:16:50,24.52,26.14
2016-08-31 22:17:00,24.28,26.54
2016-08-31 22:17:10,24.04,19.12
2016-08-31 22:17:20,23.70,19.22
2016-08-31 22:17:30,23.54,19.08
2016-08-31 22:17:40,23.30,19.12
2016-08-31 22:17:50,23.12,19.06
2016-08-31 22:18:00,22.92,19.08
2016-08-31 22:18:10,22.76,19.00
2016-08-31 22:18:20,22.64,19.12
2016-08-31 22:18:30,22.60,19.08
2016-08-31 22:18:40,22.46,19.18
2016-08-31 22:18:50,22.38,19.06
2016-08-31 22:20:41,21.72,19.18
2016-08-31 22:20:51,21.72,19.34
2016-08-31 22:21:01,21.72,19.28
2016-08-31 22:21:11,21.68,19.22
2016-08-31 22:21:21,21.66,19.22
2016-08-31 22:21:31,21.60,19.22
2016-08-31 22:21:41,21.58,19.22
2016-08-31 22:21:51,21.58,19.22
2016-08-31 22:22:01,21.58,19.34
2016-08-31 22:22:11,21.58,19.28
2016-08-31 22:22:21,21.56,19.18
2016-08-31 22:22:31,21.54,19.32
2016-08-31 22:22:41,21.54,19.34
2016-08-31 22:22:51,21.54,19.32
2016-08-31 22:23:01,21.54,19.34
2016-08-31 22:23:11,21.54,19.24
2016-08-31 22:23:21,21.50,19.24
2016-08-31 22:23:31,21.50,19.24
2016-08-31 22:23:41,21.52,19.22
2016-08-31 22:23:51,21.50,19.24
2016-08-31 22:24:01,21.50,19.22
2016-08-31 22:24:11,21.50,19.28
2016-08-31 22:24:21,21.50,19.24
2016-08-31 22:24:31,21.48,19.28
2016-08-31 22:24:41,21.48,19.28
2016-08-31 22:24:51,21.44,19.24
2016-08-31 22:25:01,21.44,19.24
2016-08-31 22:25:11,21.46,19.34
2016-08-31 22:25:21,21.44,19.24
2016-08-31 22:25:31,21.44,19.22
2016-08-31 22:25:41,21.44,19.34
2016-08-31 22:25:51,21.48,19.40
2016-08-31 22:26:01,21.44,19.32
2016-08-31 22:26:11,21.40,19.32
2016-08-31 22:26:21,21.46,19.32
2016-08-31 22:26:31,21.50,19.38
2016-08-31 22:26:41,21.48,19.32
2016-08-31 22:26:51,21.46,19.24
2016-08-31 22:27:01,21.46,19.40
2016-08-31 22:27:11,21.46,19.24
2016-08-31 22:27:21,21.44,19.22
2016-08-31 22:27:31,21.46,19.28
2016-08-31 22:27:41,21.40,19.32
2016-08-31 22:27:51,21.40,19.22
2016-08-31 22:28:01,21.44,19.28
2016-08-31 22:28:11,21.38,19.24
2016-08-31 22:28:21,21.40,19.34
2016-08-31 22:28:31,21.40,19.34
2016-08-31 22:28:41,21.44,19.32
2016-08-31 22:28:51,21.40,19.22
2016-08-31 22:29:01,21.40,19.32
2016-08-31 22:29:11,21.40,19.32
2016-08-31 22:29:21,21.38,19.28
2016-08-31 22:29:31,21.44,19.18
2016-08-31 22:29:41,21.36,19.18
2016-08-31 22:29:51,21.38,19.34
2016-08-31 22:30:01,21.40,19.28
2016-08-31 22:30:11,21.38,19.22
2016-08-31 22:30:21,21.40,19.18
2016-08-31 22:30:31,21.40,19.22
2016-08-31 22:30:41,21.38,19.18
2016-08-31 22:30:52,21.30,19.60
2016-08-31 22:31:02,21.34,19.54
2016-08-31 22:31:12,21.36,19.46
2016-08-31 22:31:22,21.40,19.46
2016-08-31 22:31:32,21.38,19.38
2016-08-31 22:31:42,21.40,19.76
2016-08-31 22:31:52,21.38,19.54
2016-08-31 22:32:02,21.40,19.50
2016-08-31 22:32:12,21.44,19.46
2016-08-31 22:32:22,21.48,19.46
2016-08-31 22:32:32,21.38,19.16
2016-08-31 22:32:42,21.36,19.28
2016-08-31 22:32:52,21.36,19.38
2016-08-31 22:33:02,21.34,19.32
2016-08-31 22:33:12,21.38,19.44
2016-08-31 22:33:22,21.36,19.34
2016-08-31 22:33:32,21.44,19.38
2016-08-31 22:33:42,21.36,19.22
2016-08-31 22:33:52,21.36,19.16
2016-08-31 22:34:02,21.36,19.22
2016-08-31 22:34:12,21.34,19.24
2016-08-31 22:34:22,21.34,19.24
2016-08-31 22:34:32,21.36,19.24
2016-08-31 22:34:42,21.30,19.28
2016-08-31 22:34:52,21.30,19.18
2016-08-31 22:35:02,21.30,19.24
2016-08-31 22:35:12,21.28,19.18
2016-08-31 22:35:22,21.30,19.28
2016-08-31 22:35:32,21.28,19.32
2016-08-31 22:35:42,21.32,19.24
2016-08-31 22:35:52,21.30,19.18
2016-08-31 22:36:02,21.36,19.28
2016-08-31 22:36:12,21.34,19.54
2016-08-31 22:36:22,21.30,19.18
2016-08-31 22:36:32,21.32,19.24
2016-08-31 22:36:42,21.36,19.40
2016-08-31 22:36:52,21.38,19.44
2016-08-31 22:37:02,21.44,19.38
2016-08-31 22:37:12,21.38,19.38
2016-08-31 22:37:22,21.38,19.22
2016-08-31 22:37:32,21.38,19.18
2016-08-31 22:37:42,21.36,19.16
2016-08-31 22:37:52,21.30,19.28
2016-08-31 22:38:02,21.32,19.24
2016-08-31 22:38:12,21.32,19.24
2016-08-31 22:38:22,21.34,19.08
2016-08-31 22:38:32,21.30,19.12
2016-08-31 22:38:42,21.32,19.24
2016-08-31 22:38:52,21.30,19.28
2016-08-31 22:39:02,21.30,19.24
2016-08-31 22:39:12,21.30,19.24
2016-08-31 22:39:22,21.28,19.28
2016-08-31 22:39:32,21.26,19.22
2016-08-31 22:39:42,21.28,19.18
2016-08-31 22:39:52,21.28,19.18
2016-08-31 22:40:02,21.28,19.60
2016-08-31 22:40:12,21.26,19.28
2016-08-31 22:40:22,21.30,19.34
2016-08-31 22:40:32,21.34,19.38
2016-08-31 22:40:42,21.34,19.40
2016-08-31 22:40:52,21.38,19.38
2016-08-31 22:41:02,21.44,19.38
2016-08-31 22:41:12,21.44,19.38
2016-08-31 22:41:22,21.38,19.16
2016-08-31 22:41:32,21.38,19.44
2016-08-31 22:41:42,21.34,19.24
2016-08-31 22:41:52,21.32,19.38
2016-08-31 22:42:02,21.34,19.38
2016-08-31 22:42:12,21.36,19.34
2016-08-31 22:42:22,21.38,19.34
2016-08-31 22:42:32,21.36,19.38
2016-08-31 22:42:42,21.38,19.24
2016-08-31 22:42:52,21.34,19.24
2016-08-31 22:43:02,21.34,19.18
2016-08-31 22:43:12,21.28,19.18
2016-08-31 22:43:22,21.28,19.22
2016-08-31 22:43:32,21.26,19.32
2016-08-31 22:43:42,21.28,19.34
2016-08-31 22:43:52,21.30,19.32
2016-08-31 22:44:02,21.30,19.24
2016-08-31 22:44:12,21.30,19.22
2016-08-31 22:44:22,21.30,19.24
2016-08-31 22:44:32,21.32,19.34
2016-08-31 22:44:42,21.34,19.34
2016-08-31 22:44:52,21.32,19.24
2016-08-31 22:45:02,21.38,19.24
2016-08-31 22:45:12,21.34,19.24
2016-08-31 22:45:22,21.34,19.32
2016-08-31 22:45:32,21.36,19.28
2016-08-31 22:45:42,21.34,19.28
2016-08-31 22:45:52,21.32,19.24
2016-08-31 22:46:02,21.34,19.24
2016-08-31 22:46:12,21.36,19.18
2016-08-31 22:46:22,21.38,19.24
2016-08-31 22:46:32,21.34,19.28
2016-08-31 22:46:42,21.34,19.34
2016-08-31 22:46:52,21.36,19.34
2016-08-31 22:47:02,21.34,19.28
2016-08-31 22:47:12,21.36,19.22
2016-08-31 22:47:22,21.36,19.24
2016-08-31 22:47:32,21.36,19.34
2016-08-31 22:47:42,21.40,19.28
2016-08-31 22:47:52,21.34,19.18
2016-08-31 22:48:02,21.36,19.32
2016-08-31 22:48:12,21.36,19.32
2016-08-31 22:48:22,21.36,19.34
2016-08-31 22:48:32,21.36,19.32
2016-08-31 22:48:42,21.36,19.32
2016-08-31 22:48:52,21.36,19.32
2016-08-31 22:49:02,21.36,19.32
2016-08-31 22:49:12,21.36,19.28
2016-08-31 22:49:22,21.36,19.22
2016-08-31 22:49:32,21.36,19.32
2016-08-31 22:49:42,21.36,19.28
2016-08-31 22:49:57,21.32,19.32
2016-08-31 22:50:07,21.36,19.28
2016-08-31 22:50:17,21.36,19.22
2016-08-31 22:50:27,21.34,19.28
2016-08-31 22:50:37,21.36,19.28
2016-08-31 22:50:47,21.34,19.22
2016-08-31 22:50:57,21.34,19.24
2016-08-31 22:54:12,21.32,19.32
